latitude,longitude,UTMX,UTMY,NO2 (mol/m^2),Elevation,Rainfall,Population,VIIRS,Temperature,WindSpeed
28.770000000000056,76.92000000000004,687439,3184016,0.00011476478027039955,218,48.25,602.2461,1.7554166,316.1666666666667,123.33333333333333
28.770000000000056,76.93000000000005,688416,3184032,0.00011476478027039955,218,48.25,602.2461,1.7554166,316.1666666666667,123.33333333333333
28.770000000000056,76.94000000000005,689392,3184048,0.00011476478027039955,218,48.25,602.2461,1.7554166,316.1666666666667,123.33333333333333
28.770000000000056,76.95000000000006,690369,3184064,0.00012063603029294151,218,49.666666666666664,7744.159,5.049531,315.5833333333333,120.0
28.770000000000056,76.96000000000006,691345,3184080,0.00012063603029294151,218,49.666666666666664,7744.159,5.049531,315.5833333333333,120.0
28.770000000000056,76.97000000000007,692322,3184096,0.00012063603029294151,218,49.666666666666664,7744.159,5.049531,315.5833333333333,120.0
28.770000000000056,76.98000000000008,693298,3184112,0.00012565196626453825,215,49.666666666666664,9264.928,3.7702084,315.5833333333333,120.0
28.770000000000056,76.99000000000008,694274,3184128,0.00012565196626453825,215,49.666666666666664,9264.928,3.7702084,315.5833333333333,120.0
28.770000000000056,77.00000000000009,695251,3184145,0.00012565196626453825,215,49.666666666666664,9264.928,3.7702084,315.5833333333333,120.0
28.770000000000056,77.01000000000009,696227,3184161,0.00013761456718851972,216,51.166666666666664,4764.032,6.1315103,315.25,119.16666666666667
28.770000000000056,77.0200000000001,697204,3184178,0.00013761456718851972,216,51.166666666666664,4764.032,6.1315103,315.25,119.16666666666667
28.770000000000056,77.0300000000001,698180,3184194,0.00013761456718851972,216,51.166666666666664,4764.032,6.1315103,315.25,119.16666666666667
28.770000000000056,77.0400000000001,699157,3184211,0.0001427790259360775,218,52.5,2621.5742,20.224426,314.8333333333333,120.83333333333333
28.770000000000056,77.05000000000011,700133,3184228,0.0001427790259360775,218,52.5,2621.5742,20.224426,314.8333333333333,120.83333333333333
28.770000000000056,77.06000000000012,701110,3184245,0.0001427790259360775,218,52.5,2621.5742,20.224426,314.8333333333333,120.83333333333333
28.770000000000056,77.07000000000012,702086,3184261,0.00015033603790584677,217,54.0,2621.574,11.555989,314.1666666666667,121.66666666666667
28.770000000000056,77.08000000000013,703063,3184279,0.00015033603790584677,217,54.0,2621.574,11.555989,314.1666666666667,121.66666666666667
28.770000000000056,77.09000000000013,704039,3184296,0.00015033603790584677,217,54.0,2621.574,11.555989,314.1666666666667,121.66666666666667
28.770000000000056,77.10000000000014,705016,3184313,0.00015214175009519088,217,54.0,2621.5742,10.547812,314.1666666666667,121.66666666666667
28.770000000000056,77.11000000000014,705992,3184330,0.00015214175009519088,217,54.0,2621.5742,10.547812,314.1666666666667,121.66666666666667
28.770000000000056,77.12000000000015,706969,3184347,0.00015214175009519088,217,54.0,2621.5742,10.547812,314.1666666666667,121.66666666666667
28.770000000000056,77.13000000000015,707945,3184365,0.00015214175009519088,217,54.0,2621.5742,10.547812,314.1666666666667,121.66666666666667
28.770000000000056,77.14000000000016,708922,3184382,0.00015493492038674177,215,56.0,2621.574,16.530521,314.3333333333333,118.33333333333333
28.770000000000056,77.15000000000016,709898,3184400,0.00015493492038674177,215,56.0,2621.574,16.530521,314.3333333333333,118.33333333333333
28.770000000000056,77.16000000000017,710875,3184418,0.00015493492038674177,215,56.0,2621.574,16.530521,314.3333333333333,118.33333333333333
28.770000000000056,77.17000000000017,711851,3184435,0.00015445545323253715,209,57.75,2621.574,16.523125,313.5,125.0
28.770000000000056,77.18000000000018,712828,3184453,0.00015445545323253715,209,57.75,2621.574,16.523125,313.5,125.0
28.770000000000056,77.19000000000018,713804,3184471,0.00015445545323253715,209,57.75,2621.574,16.523125,313.5,125.0
28.770000000000056,77.20000000000019,714781,3184489,0.0001490797631213847,210,57.75,7365.168,4.385052,313.5,125.0
28.770000000000056,77.21000000000019,715758,3184507,0.0001490797631213847,210,57.75,7365.168,4.385052,313.5,125.0
28.770000000000056,77.2200000000002,716734,3184526,0.0001490797631213847,210,57.75,7365.168,4.385052,313.5,125.0
28.770000000000056,77.2300000000002,717711,3184544,0.00014534399237361106,209,59.75,6135.713,4.736302,312.5,124.16666666666667
28.770000000000056,77.24000000000021,718687,3184562,0.00014534399237361106,209,59.75,6135.713,4.736302,312.5,124.16666666666667
28.770000000000056,77.25000000000021,719664,3184581,0.00014534399237361106,209,59.75,6135.713,4.736302,312.5,124.16666666666667
28.770000000000056,77.26000000000022,720640,3184599,0.00014318222309894464,209,61.75,4404.976,12.858698,313.0833333333333,117.5
28.770000000000056,77.27000000000022,721617,3184618,0.00014318222309894464,209,61.75,4404.976,12.858698,313.0833333333333,117.5
